306.0,1.0,0.1878376007080078,0.5278316736221313,0.8836199045181274,0.6739509105682373,0.999122679233551
306.0,1.0,0.1661527156829834,0.47400951385498047,0.5931470990180969,0.5451836585998535,0.9970811009407043
306.0,1.0,0.1446373611688614,0.754122257232666,0.5814886689186096,0.8734265565872192,0.9916322827339172
306.0,1.0,0.4998437762260437,0.6356202363967896,0.774412989616394,0.7953909635543823,0.9477632641792297
306.0,1.0,0.1261737048625946,0.6507917642593384,0.4412170648574829,0.7253686189651489,0.881768524646759
306.0,1.0,0.29797521233558655,0.6970425844192505,0.5163431763648987,0.7842535972595215,0.8802024126052856
306.0,1.0,0.17545898258686066,0.620945930480957,0.3308863341808319,0.670849084854126,0.7397390007972717
306.0,40.0,0.5583245158195496,0.7546316981315613,0.635150671005249,0.8002849221229553,0.6981914639472961
306.0,62.0,0.5867732167243958,0.0014573931694030762,0.7318885326385498,0.06264641135931015,0.6835423707962036
306.0,51.0,0.719753623008728,0.0020222309976816177,0.8275936841964722,0.035712018609046936,0.3776491582393646
