15.0,1.0,0.08229012042284012,0.6855999827384949,0.5890695452690125,0.7951849102973938,0.9962928891181946
15.0,1.0,0.5444998145103455,0.7448612451553345,0.9986727833747864,0.9176417589187622,0.9940223097801208
15.0,1.0,0.7226467728614807,0.5999488234519958,0.9932880401611328,0.7643330693244934,0.9795346260070801
15.0,1.0,0.8045747876167297,0.04316704720258713,0.9942792654037476,0.22024407982826233,0.960549533367157
15.0,1.0,0.43137431144714355,0.8873331546783447,0.9983336925506592,1.0,0.9591240286827087
15.0,62.0,0.19078530371189117,0.5622804164886475,0.32285577058792114,0.6189899444580078,0.9314286112785339
15.0,73.0,0.47159305214881897,0.0007324889302253723,0.8922368288040161,0.15445905923843384,0.821094274520874
15.0,1.0,0.8581828474998474,0.1885652393102646,0.9964309930801392,0.37258756160736084,0.5936947464942932
15.0,4.0,0.2991667687892914,0.6141436100006104,0.35035082697868347,0.6481137275695801,0.40045323967933655
15.0,1.0,0.3412332236766815,0.06649932265281677,1.0,0.6412179470062256,0.3577421009540558
15.0,1.0,0.20866897702217102,0.17901238799095154,0.9863125085830688,0.8532752990722656,0.3380216360092163
